title,price,article_link,img_url,description,scraped_date,date_published
Jogginganzug,14.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/jogginganzug-1014089-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Reine Baumwolle; verschiedene Farbvarianten
 
98/104–122/128
 
Weitere Infos rund um das Produkt und den Herstellungsprozess findest du hier.
",2023-04-19,2023-04-06
Jogginganzug,14.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/jogginganzug-1014088-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Reine Baumwolle; verschiedene Farbvarianten
 
98/104–122/128
 
Weitere Infos rund um das Produkt und den Herstellungsprozess findest du hier.
",2023-04-19,2023-04-06
T-Shirt,2.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/t-shirt-8551-3-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Reine Baumwolle; verschiedene Modelle
 
98/104–134/140
",2023-04-19,2023-04-06
T-Shirt,2.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/t-shirt-8751-2-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Reine Baumwolle; verschiedene Modelle
 
98/104–134/140
",2023-04-19,2023-04-06
Sneaker,12.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/sneaker-1003242-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Obermaterial Synthetik und Textil; textile Innenausstattung; TPR-Laufsohle; verschiedene Dessinvarianten
 
23–29
",2023-04-19,2023-04-06
Socken,2.49,https://www.aldi-nord.de/angebote/aktion-mo-17-04/socken-1000466-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Materialzusammensetzungen und Dessinvarianten
 
23/26–35/38
",2023-04-19,2023-04-06
Trekkingsandalen,9.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/trekkingsandalen-1007680-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Obermaterial Textil; textiles Futter; chromfrei gegerbte Lederdecksohle; TPR-Laufsohle; verschiedene Farbvarianten
 
30–36
",2023-04-19,2023-04-06
Trekkingsandalen,9.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/trekkingsandalen-1007679-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Obermaterial Synthetik, kombiniert mit Textil; textiles Futter; chromfrei gegerbte Lederdecksohle; TPR-Laufsohle; verschiedene Farbvarianten
 
23–29
",2023-04-19,2023-04-06
Pantoletten,8.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/pantoletten-1007665-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Obermaterial Synthetik; Textil-Futter; leichte EVA-Laufsohle
 
23–29
",2023-04-19,2023-04-06
Schlafanzug,4.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/schlafanzug-1001048-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Reine Baumwolle, grau-melange 94 % Baumwolle, 6 % Viskose; verschiedene Dessinvarianten
 
98/104–122/128
",2023-04-19,2023-04-06
Strampler / Bodys,8.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/strampler-bodys-1003243-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Reine Baumwolle; verschiedene Farbvarianten
 
62/68–98/104
 
Weitere Infos rund um das Produkt und den Herstellungsprozess findest du hier.
",2023-04-19,2023-04-06
Pampasgras,1.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/pampasgras-1014046-1-1.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Im 12-cm-Kulturtopf; in Faltschachtel; Pflanze ca. 35 cm hoch; winterhart; verschiedene Farben
",2023-04-19,2023-04-06
Obstbaum,3.99,https://www.aldi-nord.de/angebote/aktion-mo-17-04/obstbaum-1007781-1-1.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Wurzelballiert mit Torf; Ø × H: ca. 8 × 85–93 cm; im Folienbeutel; verpackt in Faltschachtel; winterhart; verschiedene Sorten
",2023-04-19,2023-04-06
Tischtennisplatte Outdoor S 1-43e,369.0,https://www.aldi-onlineshop.de/p/1004087,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
"Klettergerüst-Erweiterung Upgrade Kit, 188-teilig",149.0,https://www.aldi-onlineshop.de/p/1004209,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Gasgrill Boston Black Pro 3 SIKR Turbo,439.0,https://www.aldi-onlineshop.de/p/1005079/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Campingkocher Dalgety 2 Z,74.99,https://www.aldi-onlineshop.de/p/1009592,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
"Camping-Tisch Monte Carlo, 115 x 70 cm",59.99,https://www.aldi-onlineshop.de/p/1018227,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Skateboard,49.99,https://www.aldi-onlineshop.de/p/1023268/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-13
"Longboard, Holzoptik",49.99,https://www.aldi-onlineshop.de/p/1023269,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Druckluft-Schlagschrauber-Set,52.99,https://www.aldi-onlineshop.de/p/1024723,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Druckluft-Exzenterschleifer,39.99,https://www.aldi-onlineshop.de/p/1024724,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Power Station LX PS600 + Solar Panel LX SPP10,599.0,https://www.aldi-onlineshop.de/p/1024841,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Klettergerüst Youngster,119.0,https://www.aldi-onlineshop.de/p/1024856,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Klettergerüst Genius,229.0,https://www.aldi-onlineshop.de/p/1024857,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Drachenturm Tabaluga mit Wellenrutsche,849.0,https://www.aldi-onlineshop.de/p/1025531,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Trekkingzelt Apus 2,39.99,https://www.aldi-onlineshop.de/p/1025652,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
"E-Bike Trekking 28“, Herren",999.0,https://www.aldi-onlineshop.de/p/1026022,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,2023-04-19,2023-04-06
Erdbeeren,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/erdbeeren-1014072-1-1.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Klasse 1; Spanien
",2023-04-19,2023-04-14
Zitronen,0.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/zitronen-1016625-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Klasse 1; Spanien
",2023-04-19,2023-04-14
Blumenkohl,1.69,https://www.aldi-nord.de/angebote/aktion-do-20-04/blumenkohl-6237-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Klasse 1; Frankreich, Spanien
",2023-04-19,2023-04-14
Bio-Paprika,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/bio-paprika-6364-0-1.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Klasse 2; Spanien; kontrolliert ökologische Erzeugung
",2023-04-19,2023-04-14
Tafelspitz,7.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/tafelspitz-5721-3-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Frisch; vom Rind; zum Kochen und Schmoren
 
Aus der Frischetruhe
",2023-04-19,2023-04-14
Minutensteaks XXL,5.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/minutensteaks-xxl-1016314-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Frisch; aus dem Schweinerücken; zum Braten oder für den Grill
 
Aus der Frischetruhe
",2023-04-19,2023-04-12
Halbe Pute,6.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/halbe-pute-1019605-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Frisch; HKL A; geteilt; Brustfilet-Teilstück, Oberschenkel, Unterschenkel, Flügel; für den Ofen; z. B. 2.500 g = 17.48
 
Aus der Frischetruhe
",2023-04-19,2023-04-14
Pizza-Fleischkäse,4.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/pizza-fleischkaese-1020992-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Vom Schwein; küchenfertig; mit Emmentaler, Salami, Kochschinken und Paprika; in praktischer Ofenschale; für den Ofen
 
Aus der Frischetruhe
",2023-04-19,2023-04-14
Bio-Lachsfiletportionen XXL,12.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/bio-lachsfiletportionen-xxl-1017731-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Frisch; mit Haut; praktisch grätenfrei; zum Braten oder für den Grill; kontrolliert ökologische Erzeugung
 
Aus der Frischetruhe
",2023-04-19,2023-04-14
Steinofen-Olivenstick,0.69,https://www.aldi-nord.de/angebote/aktion-do-20-04/steinofen-olivenstick-1019262-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Weizenkleingebäck; mit grünen Oliven
 
Frisch gebacken
",2023-04-19,2023-04-14
Quäse,2.29,https://www.aldi-nord.de/angebote/aktion-do-20-04/quaese-5100-4-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Sauermilchkäse; verschiedene Sorten
 
Aus der Kühlung
",2023-04-19,2023-04-14
Camembert Original,2.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/camembert-original-7150-2-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Typisch vollmundiger Geschmack
 
Aus der Kühlung
",2023-04-19,2023-04-14
Camembert L’Aromatique,2.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/camembert-l_aromatique-8755-4-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Fein-würzig; mit cremiger Konsistenz
 
Aus der Kühlung
",2023-04-19,2023-04-14
Zaziki / Sour Cream,0.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/zaziki-sour-cream-1024634-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Zaziki, mit frischem Knoblauch und knackigen Gurken, bzw. Sour Cream, mit frischen Kräutern
 
Aus der Kühlung
",2023-04-19,2023-04-14
Tapas-Garnelen,1.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/tapas-garnelen-1022033-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Nach spanischer Art; mariniert; verschiedene Sorten; ASC-zertifiziert
 
Aus der Kühlung
",2023-04-19,2023-04-14
Holzfäller-Bratwurst-Mix,4.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/holzfaeller-bratwurst-mix-1006823-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Aromatische Würzbratwürste in 3 verschiedenen Geschmacksrichtungen
 
Aus der Kühlung
",2023-04-19,2023-04-14
Actimel XXL,3.88,https://www.aldi-nord.de/angebote/aktion-do-20-04/actimel-xxl-1007785-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","In der Sorte Erdbeere
 
Aus der Kühlung
",2023-04-19,2023-04-14
Fruchtjoghurt,0.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/fruchtjoghurt-1005436-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten
 
Aus der Kühlung
",2023-04-19,2023-04-14
Thunfisch-Salat,1.89,https://www.aldi-nord.de/angebote/aktion-do-20-04/thunfisch-salat-1005885-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten; MSC-zertifiziert
 
",2023-04-19,2023-04-14
Baked Bites / Crisp,1.59,https://www.aldi-nord.de/angebote/aktion-do-20-04/baked-bites-crisp-1004785-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten
",2023-04-19,2023-04-14
Kessel-Chips,1.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/kessel-chips-222-1-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten
 
",2023-04-19,2023-04-14
Nature Bakes,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/nature-bakes-1005303-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten
 
",2023-04-19,2023-04-14
Erdnusskerne,0.89,https://www.aldi-nord.de/angebote/aktion-do-20-04/erdnusskerne-3600-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Geröstet & gesalzen
 
",2023-04-19,2023-04-14
Studentenfutter Classic,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/studentenfutter-classic-1009961-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Nuss-Frucht-Mischung
",2023-04-19,2023-04-14
merci Feine Herzen,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/merci-feine-herzen-1000875-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Edel-Vollmilchschokolade mit Milch-Praliné-Füllung
",2023-04-19,2023-04-14
Haferkraft,1.29,https://www.aldi-nord.de/angebote/aktion-do-20-04/haferkraft-8221-1-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten
",2023-04-19,2023-04-14
Orangina,0.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/orangina-1019312-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Orangenfruchtsaftgetränk; mit 12 % Mehrfruchtsaft aus Fruchtsaftkonzentraten
",2023-04-19,2023-04-14
Fanta / Sprite / Mezzo Mix,1.11,https://www.aldi-nord.de/angebote/aktion-do-20-04/fanta-sprite-mezzo-mix-1024877-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Erfrischungsgetränk; z. T. koffeinhaltig
",2023-04-19,2023-04-14
Coca-Cola,1.11,https://www.aldi-nord.de/angebote/aktion-do-20-04/coca-cola-1000302-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Erfrischungsgetränk; koffeinhaltig
",2023-04-19,2023-04-14
Añejo 3 Años,11.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/anejo-3-anos-1001315-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Kubanischer Rum; mindestens 3 Jahre lang gereift; 40 % Vol.
",2023-04-19,2023-04-14
Especial,11.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/especial-1009246-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Kubanischer Rum; leichte Süße und Vanillenoten ergänzen sich mit Anklängen von Zimt, Tabak, würziger Orange und trockenem Eichenholz; 40 % Vol.
",2023-04-19,2023-04-14
Añejo 7 Años,19.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/anejo-7-anos-1017899-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Kubanischer Rum; mindestens 7 Jahre lang gereift; 40 % Vol.
",2023-04-19,2023-04-14
Zahnbürsten Schwingkopf,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/zahnbuersten-schwingkopf-1001020-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Vorteilspack: 2 + 1 gratis
 
",2023-04-19,2023-04-14
Zahncreme XXL,3.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/zahncreme-xxl-1005752-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Zahncreme; Original, 3 Stück, je 125 ml, gratis dazu: Odol-med Extreme Clean, 75 ml
",2023-04-19,2023-04-14
Shampoo / Spülung,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/shampoo-spu_lung-834-1-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Verschiedene Sorten
 
",2023-04-19,2023-04-14
Burrata,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/burrata-1000246-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Handgemachte Spezialität aus Apulien; Abtropfgewicht (ATG) = 125 g
 
Aus der Kühlung
",2023-04-19,2023-04-06
Geriebener Hartkäse,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/geriebener-hartkaese-1675-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Nach italienischer Art; getrocknet; mind. 32 % Fett  i. Tr.
",2023-04-19,2023-04-06
Pecorino,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/pecorino-1024064-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Italienische/sardische Käsespezialität; verschiedene Sorten
 
Aus der Kühlung
",2023-04-19,2023-04-14
Prosciutto Cotto XXL,2.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/prosciutto-cotto-xxl-1013673-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hinterkochschinken nach original italienischem Rezept; hergestellt in Deutschland
 
Aus der Kühlung
",2023-04-19,2023-04-06
Holzofen-Pizza,2.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/holzofen-pizza-5108-1-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Nach italienischer Rezeptur; verschiedene Sorten und Gewichte
 
Aus der Tiefkühlung
",2023-04-19,2023-04-14
Creme mit Aceto Balsamico di Modena I.G.P.,1.49,https://www.aldi-nord.de/angebote/aktion-do-20-04/creme-mit-aceto-balsamico-di-modena-i-g-p-2161-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Aus Italien bzw. hergestellt in Italien; verschiedene Sorten
",2023-04-19,2023-04-06
Steinofen-Dinkel-Brot XXL,1.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/steinofen-dinkel-brot-xxl-1024103-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","100 % Dinkelmehl; mit feiner Kräuterfüllung; vegan
 
Aus der Kühlung
",2023-04-19,2023-04-06
Italienisches Dessert,2.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/italienisches-dessert-2672-1-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hergestellt in Italien; enhält Alkohol; verschiedene Sorten und Gewichte
 
Aus der Kühlung
",2023-04-19,2023-04-06
﻿Pasta Collezione,1.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/_pasta-collezione-1023082-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","In der Sorte Linguine; hergestellt in Italien
",2023-04-19,2023-04-06
Pasta Collezione,1.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/pasta-collezione-1023083-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","In der Sorte Casarecce
",2023-04-19,2023-04-06
Pasta Collezione,1.79,https://www.aldi-nord.de/angebote/aktion-do-20-04/pasta-collezione-1023084-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","In der Sorte Lasagne; hergestellt in Italien
",2023-04-19,2023-04-06
Pasta-Sauce,1.69,https://www.aldi-nord.de/angebote/aktion-do-20-04/pasta-sauce-2183-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hergestellt in Deutschland; verschiedene Sorten
",2023-04-19,2023-04-06
Antipasti di Mare,3.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/antipasti-di-mare-2966-2-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hergestellt in Italien; verschiedene Sorten und Abtropfgewichte
",2023-04-19,2023-04-06
Bruschetta-Brot,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/bruschetta-brot-1002127-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hergestellt in Italien; Weizenbrotspezialität
",2023-04-19,2023-04-06
"Passierte Tomaten, gewürzt",0.89,https://www.aldi-nord.de/angebote/aktion-do-20-04/passierte-tomaten-gewuerzt-1021347-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Ideal für Pizza
",2023-04-19,2023-04-06
Gewürz,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/gewuerz-1008575-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Nach italienischer Art; verschiedene Sorten und Gewichte
",2023-04-19,2023-04-06
Italienische Salamispezialität,2.59,https://www.aldi-nord.de/angebote/aktion-do-20-04/italienische-salamispezialitaet-1022609-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hergestellt in Italien; verschiedene Sorten
",2023-04-19,2023-04-06
Südtiroler Speck g. g. A.,5.28,https://www.aldi-nord.de/angebote/aktion-do-20-04/suedtiroler-speck-g-g-a-1014825-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Hergestellt in Italien; Hinterschinken; roh; geräuchert und luftgetrocknet
",2023-04-19,2023-04-06
Suppe,1.19,https://www.aldi-nord.de/angebote/aktion-do-20-04/suppe-1000973-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","Nach italienischer Art; verschiedene Sorten
",2023-04-19,2023-04-06
Kaffee-Pads,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/kaffee-pads-1021394-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","In der Sorte Caffè Crema Classico; 18 Pads
",2023-04-19,2023-04-06
Kaffee-Pads,1.99,https://www.aldi-nord.de/angebote/aktion-do-20-04/kaffee-pads-1021395-0-0.article.html,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","In der Sorte Crema e Aroma; 18 Pads
",2023-04-19,2023-04-06
